fill_date,decision_date,ticker,side,shares,decision_price,close_price,fill_price,half_spread_bp,impact_bp,slip_vs_decision_bp,participation_pct,over_participation_cap,notional_usd,cost_usd,reason
2026-07-31,2026-07-31,BKLN,BUY,796.0,20.4,20.385000228881836,20.4,,,0.0,,False,16238.4,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,EMB,BUY,360.0,94.68,94.86000061035156,94.68,,,0.0,,False,34084.8,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,HYG,BUY,541.0,79.45,79.16500091552734,79.45,,,0.0,,False,42982.450000000004,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,IGSB,BUY,763.0,52.12,52.087501525878906,52.12,,,0.0,,False,39767.56,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,JAAA,SELL,1005.0,50.489999999999995,50.654998779296875,50.489999999999995,,,0.0,,False,-50742.45,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,JNK,BUY,961.0,95.64999999999999,95.31990051269531,95.64999999999999,,,0.0,,False,91919.65,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,LQD,SELL,42.0,106.02000000000001,106.5199966430664,106.02000000000001,,,0.0,,False,-4452.84,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,SHYG,BUY,358.0,42.14,42.005001068115234,42.14,,,0.0,,False,15086.12,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,SJNK,SELL,2578.0,24.84,24.774999618530273,24.84,,,0.0,,False,-64037.52,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,SPHY,BUY,1072.0,23.26,23.170000076293945,23.26,,,0.0,,False,24934.72,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,SRLN,SELL,2484.0,40.4,40.369998931884766,40.4,,,0.0,,False,-100353.59999999999,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,VCIT,SELL,1230.0,81.14,81.31500244140625,81.14,,,0.0,,False,-99802.2,0.0,"rebuilt from broker executions (real fills, not modelled)"
2026-07-31,2026-07-31,VCSH,BUY,696.0,78.59,78.5250015258789,78.59,,,0.0,,False,54698.64,0.0,"rebuilt from broker executions (real fills, not modelled)"
